id,IATA,Airport,latitude,longitude,city,hiking,food,nightlife,cost,weather,safety,culture,shopping,beaches,family,romance,adventure,history,arts,parks,walkability,public_transit,cleanliness,outdoors,quiet,trendy,affordability,english_friendly
128668164,CKY,Conakry,9.576389,-13.610833,Conakry,4,6,8,7,4,10,4,5,2,7,2,4,5,5,7,1,6,3,7,8,2,4,10
129054974,CKZ,Canakkale,40.133333,26.4,Canakkale,2,10,9,7,2,1,2,2,9,9,2,5,7,5,10,8,6,6,8,7,9,8,3
129055852,CLA,Comilla,23.4375,91.192222,Comilla,3,6,9,9,7,6,9,9,9,2,4,4,2,1,4,3,3,5,9,4,10,8,4
129054747,CLB,Castlebar,53.866667,-9.3,Castlebar,9,3,2,3,4,1,8,6,6,8,10,1,8,4,1,6,1,6,4,10,4,10,4
129057870,CLC,Clearlake,29.556944,-95.1375,Clearlake,3,3,7,5,2,1,4,10,1,6,8,4,7,10,6,1,8,2,8,9,8,5,9
128668381,CLD,McClellan-Palomar,33.128136,-117.278194,McClellan-Palomar,8,10,7,8,8,1,8,10,5,3,1,6,9,6,4,2,10,6,5,9,3,7,9
95673782,CLE,Cleveland Hopkins International,41.411944,-81.848056,Cleveland Hopkins International,4,5,1,2,10,7,8,8,3,8,4,6,4,8,8,8,8,10,7,7,2,10,2
129053736,CLG,Coalinga,36.158026,-120.360096,Coalinga,1,7,5,8,6,3,9,1,5,6,5,5,2,2,3,8,10,9,3,2,10,8,3
129057347,CLH,Coolah,-31.833333,149.7,Coolah,8,9,7,7,2,5,9,9,10,4,10,3,10,4,1,3,3,3,1,3,8,3,3
129052912,CLI,Clintonville,44.612468,-88.731422,Clintonville,5,10,2,5,6,3,7,3,8,2,7,2,4,9,2,6,6,8,10,10,3,4,5
95673885,CLJ,Cluj-Napoca,46.783333,23.683333,Cluj-Napoca,5,7,5,7,7,9,4,4,5,4,10,3,10,9,10,9,3,5,4,6,5,6,8
129056704,CLK,Clinton Municipal,35.538056,-98.9325,Clinton Municipal,7,2,6,3,4,3,10,10,7,5,6,4,10,7,4,1,6,9,9,4,9,1,10
95674277,CLL,College Station,30.589444,-96.364444,College Station,5,2,1,7,10,5,3,7,5,8,4,3,7,4,2,10,8,10,2,4,7,6,1
95673921,CLM,Port Angeles,48.118889,-123.493611,Port Angeles,5,3,9,4,8,5,7,1,2,5,8,3,7,5,2,3,1,5,6,3,10,5,4
129055480,CLN,Carolina,-7.333333,-47.45,Carolina,5,10,3,9,5,1,5,6,5,10,10,8,5,2,7,5,1,7,8,2,6,6,5
95673404,CLO,Cali,3.546111,-76.385,Cali,2,7,8,1,8,7,4,3,3,4,2,5,4,5,10,6,3,7,7,4,4,1,8
128667306,CLP,Clarks Point,58.843056,-158.543056,Clarks Point,9,1,10,8,3,7,2,8,1,9,5,7,8,2,5,5,9,9,8,3,9,4,6
128668020,CLQ,Colima,19.276944,-103.5775,Colima,2,5,5,4,5,4,3,1,10,7,9,9,2,4,7,9,2,9,8,8,2,4,4
129056771,CLR,Calipatria,33.133333,-115.516667,Calipatria,4,5,5,9,7,2,3,8,10,5,3,2,7,7,10,6,2,8,8,10,10,1,3
95673672,CLT,Charlotte Douglas,35.219167,-80.935833,Charlotte Douglas,2,2,1,7,5,9,4,9,2,10,8,3,2,5,1,4,1,3,1,7,5,7,1
129054746,CLU,Columbus,39.216667,-85.916667,Columbus,10,1,8,2,3,7,7,9,4,6,1,10,7,8,6,10,5,3,7,3,10,10,1
95674315,CLV,Caldas Novas,-17.75,-48.633333,Caldas Novas,5,7,3,9,8,8,10,3,4,2,6,9,7,2,5,1,10,9,9,5,1,1,2
129056773,CLW,Clearwater Executive,27.976667,-82.758611,Clearwater Executive,3,4,2,5,6,2,10,9,7,6,3,5,7,8,6,10,6,9,5,9,8,2,9
129054883,CLX,Clorinda,-25.333333,-57.666667,Clorinda,10,6,4,9,10,10,8,3,2,10,1,9,7,2,2,9,10,4,2,2,8,5,3
95674359,CLY,Calvi,42.527778,8.791667,Calvi,6,8,9,6,1,8,9,7,2,4,2,9,2,5,7,10,1,1,9,9,2,10,7
129057869,CLZ,Calabozo,8.92466,-67.41709,Calabozo,4,3,6,3,6,4,4,10,4,2,2,1,9,2,3,9,4,9,6,9,9,9,3
95674079,CMA,Cunnamulla,-28.031389,145.616111,Cunnamulla,2,10,1,1,5,7,10,8,10,2,3,10,10,7,10,1,10,4,2,6,9,6,3
95673656,CMB,Colombo Bandaranayake,7.175,79.884722,Colombo Bandaranayake,3,2,5,3,7,1,9,10,1,9,10,4,5,7,3,2,2,8,3,8,10,8,3
129055851,CMC,Camocim,-2.916667,-40.833333,Camocim,4,4,2,6,4,4,4,10,5,3,3,9,5,1,2,8,4,2,4,6,7,4,1
129053735,CMD,Cootamundra,-34.628333,148.043333,Cootamundra,1,7,6,4,1,4,3,5,9,4,3,9,6,5,1,5,5,7,6,2,2,1,9
128668382,CME,Ciudad Del Carmen,18.65,-91.8,Ciudad Del Carmen,9,6,8,2,8,10,4,3,6,8,3,7,3,6,7,6,4,6,7,8,2,2,10
128668103,CMF,Chambery,45.639968,5.879745,Chambery,3,1,10,9,4,9,9,10,5,3,1,6,5,3,10,2,10,7,1,4,6,7,8
104120415,CMG,Corumba,-19.011111,-57.672222,Corumba,6,5,6,8,9,8,9,9,7,2,5,3,5,4,9,3,3,1,6,6,10,1,7
95673618,CMH,Port Columbus,39.991111,-82.878333,Port Columbus,2,2,8,1,3,3,4,10,9,3,5,9,4,8,1,6,5,3,10,4,9,10,3
95674194,CMI,Champaign,40.039722,-88.279722,Champaign,8,2,10,9,9,6,6,4,3,5,9,6,4,5,2,7,9,5,10,2,8,3,10
128668383,CMJ,Chi Mei,23.212005,119.418297,Chi Mei,4,10,2,7,7,10,6,8,7,1,6,6,6,4,6,8,2,10,10,4,8,8,6
129054973,CMK,Club Makokola,-14.3069,35.1325,Club Makokola,8,5,3,9,9,5,5,1,4,8,5,10,1,5,2,6,4,2,2,2,7,10,8
129057346,CML,Camooweal,-19.933333,138.116667,Camooweal,9,10,2,9,9,2,4,4,8,3,9,4,8,10,10,5,8,8,2,3,7,2,7
129052911,CMM,Carmelita,17.458333,-90.053333,Carmelita,10,1,7,10,5,5,8,5,3,6,2,4,9,9,10,5,6,1,2,7,8,3,7
95673387,CMN,Casablanca Mohamed V.,33.366667,-7.586667,Casablanca Mohamed V.,9,1,3,8,6,4,5,6,5,4,1,1,10,9,3,2,2,4,5,1,4,4,8
129056703,CMO,Obbia,5.366667,48.516667,Obbia,4,8,1,6,9,8,5,1,1,9,3,7,2,7,4,3,7,6,9,4,9,1,9
129055479,CMP,Santana Do Araguaia,-9.8,-36.35,Santana Do Araguaia,1,1,9,5,4,1,2,10,1,6,2,9,3,2,4,5,2,5,7,4,5,6,1
129056770,CMQ,Clermont,-22.866667,147.5,Clermont,7,7,2,8,8,3,1,7,5,8,10,5,5,2,9,4,6,5,1,7,8,2,8
129052360,CMR,Colmar Houssen,48.083333,7.366667,Colmar Houssen,9,3,6,3,4,9,1,10,1,6,1,6,5,3,9,10,6,9,1,10,4,2,7
129055850,CMS,Scusciuban,10.3,50.233333,Scusciuban,5,5,2,8,9,7,4,2,1,8,4,10,10,10,1,2,6,8,2,3,8,3,2
129054654,CMT,Cameta,-2.2,-49.5,Cameta,5,6,10,5,7,2,3,10,3,3,7,4,1,4,3,10,4,6,8,8,7,1,7
129053055,CMU,Kundiawa,-6.02429,144.97099,Kundiawa,10,3,10,4,6,1,3,3,5,2,5,7,8,6,3,9,9,2,9,3,5,7,6
129054882,CMV,Coromandel,-36.7917,175.509,Coromandel,8,1,6,7,2,10,4,8,1,4,1,6,5,9,2,10,3,2,1,9,6,1,7
128668449,CMW,Camaguey,21.42043,-77.84743,Camaguey,10,2,4,5,10,5,4,2,7,5,5,7,3,9,10,10,8,8,5,3,7,2,10
104120338,CMX,Hancock,47.167778,-88.486389,Hancock,8,1,8,2,8,5,6,9,7,8,6,4,4,1,3,6,10,3,2,8,10,6,8
129053170,CMY,Sparta,43.9583,-90.73791,Sparta,4,5,1,5,5,8,9,2,8,2,3,8,8,2,1,8,6,1,9,2,2,7,6
129057868,CMZ,Caia,-17.85,35.4,Caia,1,2,6,9,5,9,5,7,7,6,2,4,5,8,1,10,7,6,3,7,3,1,3
129053734,CNA,Cananea,31,-110.333333,Cananea,5,2,4,4,1,7,2,8,4,7,6,4,4,10,3,6,5,5,3,10,3,10,9
129057345,CNB,Coonamble,-30.980833,148.378333,Coonamble,4,10,3,8,7,10,7,7,7,6,9,3,5,8,9,10,2,7,7,10,5,8,6
129052910,CNC,Coconut Island,-10.05,143.066667,Coconut Island,7,8,5,1,3,1,7,3,4,3,3,10,6,8,5,3,2,4,7,9,6,8,7
95673910,CND,Constanta Kogalniceanu,44.35,28.483333,Constanta Kogalniceanu,2,5,2,8,10,10,2,1,4,2,6,5,10,2,4,6,3,4,5,8,5,8,4
129056702,CNE,Canon City,38.45,-105.233333,Canon City,2,9,8,10,5,6,5,10,5,8,10,6,5,10,4,10,6,3,2,3,7,9,2
95673408,CNF,Belo Horizonte Tancredo Neves Int'l.,-19.633333,-43.968611,Belo Horizonte Tancredo Neves Int'l.,4,2,2,8,5,8,4,6,9,10,3,6,7,2,4,4,9,2,3,2,8,7,3
129057874,CNG,Cognac,45.683333,-0.333333,Cognac,8,9,1,9,6,8,3,5,3,7,8,7,3,5,6,7,6,10,3,2,2,9,1
129054881,CNH,Claremont,43.383333,-72.333333,Claremont,2,9,6,7,4,7,9,7,5,8,8,8,6,3,4,6,10,7,10,8,2,7,5
129055478,CNI,Changhai,39.267893,122.67001,Changhai,9,10,3,5,1,3,6,7,10,3,3,7,3,6,1,9,9,3,3,5,9,3,3
128668384,CNJ,Cloncurry,-20.666667,140.5,Cloncurry,8,8,10,7,9,4,2,9,3,6,3,2,10,8,1,9,3,2,3,1,8,4,6
129053169,CNK,Concordia,39.566667,-97.666667,Concordia,2,4,1,9,5,2,2,2,6,3,6,2,1,3,9,8,10,1,3,8,3,9,6
129056769,CNL,Sindal,57.483333,10.216667,Sindal,2,4,7,3,5,2,7,10,3,8,6,3,9,5,1,9,9,4,3,8,8,10,9
129052899,CNM,Carlsbad,32.337222,-104.262778,Carlsbad,6,2,4,9,7,10,1,10,2,4,1,2,8,3,8,2,1,2,1,5,5,1,7
192465714,CNN,Kannur International,11.92,75.55,Kannur International,9,1,3,3,6,2,5,8,2,9,10,4,10,10,3,8,1,6,6,10,1,4,7
129055482,CNO,Chino,33.980833,-117.639167,Chino,7,7,1,1,5,1,1,6,1,4,4,9,1,3,9,5,10,8,7,6,9,10,3
128668149,CNP,Neerlerit Inaat,70.743056,-22.658333,Neerlerit Inaat,6,6,10,7,10,8,8,10,8,4,3,3,9,6,7,7,5,5,1,8,5,9,6
128668019,CNQ,Corrientes,-27.449722,-58.762222,Corrientes,2,10,6,5,8,8,10,4,7,5,3,9,10,10,10,3,6,4,3,7,3,2,1
129055849,CNR,Chanaral,-26.329167,-70.604167,Chanaral,6,4,4,7,8,2,10,10,6,8,3,3,8,3,8,1,2,2,10,1,9,6,5
95674104,CNS,Cairns,-16.883333,145.751667,Cairns,8,2,4,9,10,5,3,9,6,6,5,2,9,1,7,5,8,3,3,10,8,7,5
129054653,CNT,Charata,-27.216667,-61.233333,Charata,8,7,7,6,1,10,9,8,7,2,2,5,10,1,5,7,10,1,9,8,8,7,1
129057867,CNU,Chanute,37.668501,-95.48707,Chanute,2,10,2,6,3,7,6,6,6,3,6,6,3,10,7,2,4,2,4,1,1,3,10
129053733,CNV,Canavieiras,-15.666667,-38.983333,Canavieiras,6,10,4,8,4,1,7,7,8,2,6,10,7,6,4,1,9,3,10,5,2,7,5
129057344,CNW,Waco James Connall,31.916667,-97.133333,Waco James Connall,3,2,2,2,1,3,6,4,1,9,10,9,8,5,9,8,9,1,9,5,8,4,10
95674024,CNX,Chiang Mai,18.7678912,98.9639981,Chiang Mai,8,8,1,6,5,10,3,5,3,7,7,3,8,8,7,3,7,6,3,1,8,4,4
128667290,CNY,Moab,38.759444,-109.746112,Moab,7,5,8,6,10,2,4,8,9,1,10,3,3,4,5,5,4,9,2,8,4,2,6
129052909,CNZ,Cangamba,-11.5,19,Cangamba,5,9,3,1,10,1,7,7,1,6,8,3,1,9,9,9,5,9,5,6,10,9,10
129056701,COA,Columbia,38.028889,-120.412778,Columbia,4,3,1,8,9,3,7,5,6,1,9,5,5,8,5,9,3,4,8,2,2,9,3
129054880,COB,Coolibah,-15.55,130.933333,Coolibah,4,7,9,8,10,4,10,9,1,2,10,8,1,8,4,9,4,9,5,4,9,8,9
129055477,COC,Concordia,-31.297222,-57.996389,Concordia,9,5,9,9,10,7,8,4,7,6,10,2,1,10,10,10,10,3,4,1,9,9,8
128668385,COD,Cody / Yellowstone,44.519031,-109.025917,Cody / Yellowstone,9,5,3,2,7,1,7,7,6,5,8,2,9,7,7,9,2,1,2,5,4,9,7
129053168,COE,Coeur D'Alene,47.77407,-116.81936,Coeur D'Alene,7,1,5,10,8,8,3,6,8,2,2,1,4,4,1,6,4,4,3,6,4,1,7
129056768,COF,Cocoa Patrick AFB,28.34167,-80.68505,Cocoa Patrick AFB,3,10,10,9,7,2,7,10,6,1,9,5,5,2,10,7,6,3,6,4,1,1,2
129052358,COG,Condoto,5.079167,-76.663333,Condoto,3,1,1,5,5,4,6,9,4,1,1,4,6,7,5,4,9,1,3,10,7,6,2
129055848,COH,Cooch Behar,26.333333,89.466667,Cooch Behar,10,3,4,1,1,8,10,8,6,10,5,9,3,7,9,1,6,7,8,5,4,4,2
129054652,COI,Cocoa Merritt Island,28.34167,-80.68505,Cocoa Merritt Island,1,1,5,3,3,7,5,4,8,5,2,6,10,4,9,5,10,7,10,2,4,6,2
129057866,COJ,Coonabarabran,-31.337222,149.271944,Coonabarabran,1,2,8,3,7,5,7,4,1,7,10,4,7,5,1,2,2,7,3,9,1,3,6
95673550,COK,Kochi,10.151944,76.401944,Kochi,10,2,1,4,7,5,5,6,8,4,10,3,7,1,1,1,6,4,7,7,2,8,6
128668344,COL,Coll Island,56.616667,-6.616667,Coll Island,8,7,5,5,2,9,1,4,10,1,4,1,6,4,9,7,2,1,5,2,6,6,3
129053732,COM,Coleman,31.84126,-99.40367,Coleman,4,8,1,6,2,4,4,7,10,7,7,5,1,9,10,7,10,9,4,7,6,6,2
129057343,CON,Concord,43.20341,-71.50146,Concord,9,6,10,7,3,4,7,8,10,1,6,7,10,5,8,3,2,10,10,1,8,10,2
128668386,COO,Cotonou,6.354167,2.385556,Cotonou,4,5,9,4,8,9,5,5,6,2,5,7,4,3,7,8,9,1,3,3,7,8,2
129052908,COP,Cooperstown,47.4251,-98.11168,Cooperstown,9,5,7,9,1,10,5,4,9,8,7,5,1,2,8,7,3,6,2,9,2,5,9
128667305,COQ,Choibalsan,48.133333,114.9,Choibalsan,1,5,8,7,10,2,5,4,3,7,9,2,3,2,7,2,2,7,2,5,5,1,6
95673464,COR,Cordoba,-31.313056,-64.199444,Cordoba,10,5,6,10,3,1,5,9,4,1,8,2,5,4,6,9,1,4,9,4,3,2,1
95673707,COS,Colorado Springs Peterson Field,38.803865,-104.70108,Colorado Springs Peterson Field,1,8,4,6,10,6,1,10,10,7,1,6,3,4,7,6,1,9,10,6,2,10,2
129056700,COT,Cotulla,28.433333,-99.233333,Cotulla,5,6,8,4,5,2,3,5,6,10,10,7,9,9,4,1,3,10,4,1,9,6,3
128668387,COU,Columbia,38.813611,-92.219167,Columbia,6,2,10,1,8,3,4,5,9,4,6,7,10,6,1,3,2,8,4,7,10,5,2
220266826,COV,Çukurova International,36.8966837794504,35.0668319680604,Çukurova International,3,10,8,6,6,9,8,9,6,2,6,9,3,5,6,9,7,5,7,3,9,1,9
129055476,COW,Tambillos,-30.1989586163461,-71.2321843634738,Tambillos,1,2,8,7,6,9,4,10,5,4,3,4,7,7,5,8,5,7,3,10,6,4,6
129053167,COY,Coolawanyah,-21.85,117.75,Coolawanyah,7,3,9,3,1,1,9,8,8,3,8,8,1,7,2,10,7,2,8,5,8,7,3
129056767,COZ,Constanza,18.9,-70.716667,Constanza,5,6,2,10,8,2,9,6,4,9,1,6,5,7,4,6,1,7,3,7,5,3,10
129055847,CPA,Cape Palmas,4.376667,-7.695556,Cape Palmas,1,1,5,6,3,10,8,1,3,9,3,2,6,9,3,3,6,1,10,6,5,10,8
129054651,CPB,Capurgana,8.63333,-77.35,Capurgana,8,3,6,4,4,2,9,10,5,3,3,8,4,8,3,4,10,5,8,4,2,3,8
128668229,CPC,San Martin DeLos Andes,-40.066667,-71.133333,San Martin DeLos Andes,1,8,10,8,8,3,5,2,10,10,7,7,3,2,4,9,4,4,2,4,9,2,2
128668102,CPD,Coober Pedy,-29.044444,134.752779,Coober Pedy,8,7,8,6,3,4,9,8,2,9,8,10,7,8,7,3,7,9,1,10,2,2,5
95674017,CPE,Campeche,19.835,-90.509444,Campeche,10,3,1,2,10,3,5,7,4,9,2,2,1,9,4,5,3,10,8,4,5,2,5
129057865,CPF,Cepu,-7.15,111.583333,Cepu,9,2,3,7,1,5,5,7,1,4,5,3,10,6,6,10,2,2,2,9,4,6,10
129053731,CPG,Carmen De Patagones,-40.833333,-63,Carmen De Patagones,3,1,4,10,7,8,7,5,4,10,9,1,1,6,8,9,1,9,7,6,10,5,8
95673519,CPH,Copenhagen,55.608056,12.633333,Copenhagen,3,7,5,7,9,5,2,1,5,4,1,9,10,2,1,5,10,8,1,3,6,3,7
129057342,CPI,Cape Orford,-5.433333,152.083333,Cape Orford,6,8,8,2,3,4,2,8,3,10,1,4,8,1,10,7,10,2,1,6,1,5,6
129052907,CPL,Chaparral,3.716667,-75.466667,Chaparral,7,2,9,4,5,9,6,8,2,9,7,10,2,8,5,7,5,7,1,4,3,1,3
129056699,CPM,Compton,33.894444,-118.247778,Compton,1,7,3,7,6,4,7,7,1,1,2,10,9,4,8,4,2,3,7,5,6,5,10
129054878,CPN,Cape Rodney,-10.183333,148.366667,Cape Rodney,8,1,10,10,1,9,2,1,1,4,10,6,2,2,3,9,6,4,2,7,3,7,2
104120396,CPO,Desierto de Atacama,-27.2637776958925,-70.7740838188233,Desierto de Atacama,5,9,1,3,4,1,10,9,7,10,1,4,8,2,2,7,1,9,6,10,1,10,9
95674372,CPR,Casper,42.903382,-106.462669,Casper,3,6,1,9,3,6,6,2,6,2,4,10,3,5,3,3,8,10,3,10,6,10,4
95673380,CPT,Cape Town,-33.9714986,18.6020744,Cape Town,1,3,2,9,10,9,5,8,1,7,5,4,1,6,4,7,9,9,2,3,8,9,3
129053166,CPU,Cururupu,-1.8,-44.866667,Cururupu,2,2,4,5,8,6,9,10,10,9,6,7,5,9,1,3,5,7,1,5,1,8,6
95673650,CPV,Campina Grande,-7.266667,-35.9,Campina Grande,3,1,10,5,6,3,2,9,7,2,5,4,5,4,10,4,10,3,7,4,7,6,3
129051945,CPX,Culebra,18.3,-65.316667,Culebra,1,3,3,4,4,3,8,7,5,1,4,8,7,7,4,7,1,9,6,1,7,2,2
129056766,CQA,Canarana,-13.574167,-52.270278,Canarana,5,9,9,5,10,9,10,6,4,8,2,3,9,10,2,6,6,2,10,5,3,10,9
128668388,CQD,Shahre-Kord,32.297222,50.842222,Shahre-Kord,9,2,2,3,2,10,1,6,4,7,5,8,4,2,4,4,1,7,3,3,10,10,5
129055846,CQF,Calais Marck,50.95,1.933333,Calais Marck,3,3,2,2,3,10,4,9,2,2,2,4,6,5,10,4,7,1,1,3,10,2,10
129054650,CQM,Ciudad Real,38.856389,-3.97,Ciudad Real,9,4,2,7,8,1,6,5,10,9,6,2,9,8,6,10,6,6,10,1,10,5,7
129057864,CQP,Cape Flattery,-14.971,145.311,Cape Flattery,4,8,6,6,8,5,4,5,9,8,6,4,3,1,8,5,7,3,10,10,3,8,5
129053730,CQS,Costa Marques,-12.416667,-64.25,Costa Marques,8,5,7,10,10,9,2,6,8,10,7,9,7,3,8,4,7,3,3,9,2,1,2
129057341,CQT,Caquetania,1.616667,-74.166667,Caquetania,5,6,2,4,5,4,9,2,2,7,8,5,8,7,6,10,4,7,4,10,4,2,6
216409146,CQW,Chongqing Xiannvshan,29.465833,107.692222,Chongqing Xiannvshan,5,8,5,9,6,8,3,9,2,8,4,3,4,8,5,5,3,7,1,5,10,3,7
95673909,CRA,Craiova,44.318889,23.886389,Craiova,8,5,1,1,9,7,4,6,2,9,1,6,10,2,8,6,1,10,1,4,4,7,2
129052906,CRB,Collarenebri,-29.55,148.583333,Collarenebri,1,2,6,9,4,5,3,9,2,6,7,1,10,6,8,5,5,1,3,9,7,9,6
128668389,CRC,Cartago,4.766667,-75.933333,Cartago,6,9,3,9,3,3,4,10,10,6,3,2,2,4,2,6,8,4,4,1,8,8,3
128668147,CRD,Comodoro Rivadavia,-45.787222,-67.462778,Comodoro Rivadavia,1,2,4,6,8,10,6,10,3,6,10,2,4,4,3,7,8,3,7,5,7,5,1
129055474,CRE,Myrtle Beach Grand Strand,33.811389,-78.724444,Myrtle Beach Grand Strand,6,4,6,4,10,5,4,8,4,2,8,5,10,3,1,6,3,4,5,8,4,3,5
129053165,CRF,Carnot,4.983333,15.933333,Carnot,8,10,7,5,2,9,9,1,7,10,8,7,9,3,8,9,4,5,2,1,3,3,3
129056765,CRG,Jacksonville Craig Municipal,30.33635,-81.51426,Jacksonville Craig Municipal,5,2,3,2,5,3,8,2,7,7,9,8,9,1,2,1,1,2,9,6,10,9,5
129052355,CRH,Cherribah,-28,152.166667,Cherribah,10,3,8,1,6,8,6,3,4,1,10,8,8,1,8,7,9,10,3,1,10,5,1
128668018,CRI,Colonel Hill,22.7458932461879,-74.1769297414642,Colonel Hill,5,8,1,3,6,9,9,6,1,10,1,4,4,7,5,10,9,8,8,10,5,9,5
129052357,CRJ,Coorabie,-31.9,132.3,Coorabie,5,3,9,3,9,7,8,3,9,9,5,2,10,6,7,2,2,2,2,6,4,7,10
95673327,CRK,Luzon Clark International,15.1833,120.55,Luzon Clark International,8,2,10,3,7,3,5,8,8,10,9,5,7,2,9,3,5,6,7,5,2,4,4
95565038,CRL,Brussels S. Charleroi,50.459197,4.453817,Brussels S. Charleroi,2,5,7,3,8,1,10,10,3,5,3,4,3,4,5,3,8,6,5,4,2,3,10
128667289,CRM,Catarman,12.483333,124.583333,Catarman,1,9,6,5,3,7,9,9,8,2,4,1,2,3,6,2,7,6,10,5,5,3,6
129054649,CRO,Corcoran,36.10217,-119.59568,Corcoran,8,2,2,2,3,4,7,7,9,6,8,7,7,2,9,2,3,9,2,10,9,8,4
95673931,CRP,Corpus Christi International,27.772222,-97.501389,Corpus Christi International,3,4,10,4,2,10,9,6,7,3,3,6,3,10,2,9,4,5,3,3,8,9,6
129057863,CRQ,Caravelas,-17.75,-39.25,Caravelas,8,3,4,8,3,2,4,2,9,4,3,9,10,6,10,8,9,5,10,3,8,1,2
129052356,CRR,Ceres,-29.916667,-61.833333,Ceres,4,7,2,7,4,4,7,4,4,4,8,7,3,2,2,4,6,4,3,3,8,1,4
129053729,CRT,Crossett,33.133333,-91.966667,Crossett,7,6,9,8,4,1,5,8,4,7,1,5,8,1,4,10,8,3,9,9,10,6,7
129057340,CRU,Carriacou Island,12.475,-61.472222,Carriacou Island,9,9,7,1,4,8,2,5,2,5,3,1,7,6,1,6,1,10,8,9,7,7,8
95674232,CRV,Crotone,39,17.083333,Crotone,8,2,6,2,3,10,7,10,2,5,2,9,9,2,6,9,4,8,5,7,4,10,6
95674377,CRW,Charleston,38.372778,-81.593056,Charleston,6,2,7,9,5,5,3,10,9,8,4,3,4,1,1,7,3,5,8,3,5,1,10
129052905,CRX,Corinth,34.9,-88.6,Corinth,3,2,7,3,9,2,3,7,2,2,2,2,10,9,1,9,7,8,3,9,3,1,9
129056698,CRY,Carlton Hill,-15.466667,128.616667,Carlton Hill,4,6,3,2,3,9,3,5,8,4,6,5,6,4,10,3,9,10,5,9,2,6,4
129054876,CRZ,Turkmenabad,39.083333,63.616667,Turkmenabad,2,9,1,4,6,6,5,7,1,1,3,2,9,10,8,1,8,3,10,5,8,3,6
128668390,CSA,Colonsay Is,56.083333,-6.2,Colonsay Is,7,9,6,2,1,4,7,9,4,9,8,8,2,9,8,1,5,2,7,6,5,8,3
129055473,CSB,Caransebes,45.416667,22.216667,Caransebes,10,7,1,8,8,2,2,10,10,7,3,7,10,8,2,10,5,4,4,2,6,8,2
129053164,CSC,Canas,10.766667,-85.483333,Canas,4,3,2,5,4,7,3,6,3,10,2,4,3,6,5,1,8,3,9,5,4,10,6
129056764,CSD,Cresswell Downs,-17.966667,135.916667,Cresswell Downs,2,1,4,2,6,7,8,10,5,2,5,4,5,2,10,10,8,5,6,9,9,10,5
129052354,CSE,Crested Butte,38.866667,-106.983333,Crested Butte,6,4,3,10,5,2,1,1,1,1,8,7,7,2,5,2,6,6,2,7,2,10,4
129055844,CSF,Creil,49.25355,2.51914,Creil,5,2,8,10,5,4,1,7,1,10,2,9,6,7,5,6,9,5,4,6,4,5,4
95674034,CSG,Columbus Metropolitain,32.513815,-84.941483,Columbus Metropolitain,9,5,5,8,2,3,6,3,3,5,4,7,7,8,3,1,7,5,5,3,4,6,8
128668391,CSH,Solovetsky,65.03,35.7333,Solovetsky,10,7,1,1,2,6,8,1,8,8,5,2,10,4,1,3,1,5,8,7,10,4,3
129054648,CSI,Casino,-28.883333,153.058333,Casino,10,4,2,9,5,7,8,1,6,2,3,4,3,6,10,2,10,9,10,7,2,7,2
129055672,CSK,Cap Skirring,12.4,-16.75,Cap Skirring,7,5,1,9,10,2,8,10,8,9,3,5,8,7,3,4,7,5,5,10,8,2,10
129057339,CSM,Clinton Sherman,35.539167,-96.933333,Clinton Sherman,1,5,10,7,2,1,2,8,4,9,3,6,2,8,1,4,7,7,5,5,9,2,7
129052789,CSN,Carson City,39.191667,-119.734722,Carson City,8,8,7,8,8,6,3,9,9,8,7,8,7,6,10,9,6,6,2,9,3,2,9
128667304,CSO,Magdeburg-Cochstedt,51.859319,11.423206,Magdeburg-Cochstedt,7,3,8,2,4,5,10,4,1,10,9,9,5,9,4,6,1,6,7,1,8,4,6
129054875,CSQ,Creston,41.020384,-94.361358,Creston,5,8,8,2,10,10,5,5,3,9,10,3,5,4,6,10,1,10,4,6,8,8,2
129055472,CSR,Casuarito,5.833333,-68.133333,Casuarito,4,10,5,2,10,3,9,1,4,6,5,9,6,6,5,10,8,8,2,3,4,3,1
129057336,CSS,Cassilandia,-18.983333,-51.983333,Cassilandia,7,9,2,10,9,5,6,6,4,1,6,7,3,2,9,5,5,4,2,9,5,5,10
129053163,CST,Castaway,-17.5,177.5,Castaway,2,3,6,6,3,8,10,2,1,3,3,9,6,9,9,2,8,6,8,2,6,2,5
129056763,CSU,Santa Cruz Do Sul,-29.683333,-52.416667,Santa Cruz Do Sul,2,9,6,9,4,1,3,9,6,9,3,4,4,1,8,10,7,5,8,1,6,8,10
129052353,CSV,Crossville,35.951111,-85.084722,Crossville,9,5,9,6,2,4,10,7,7,10,6,8,8,9,9,2,8,1,5,4,8,8,8
129055843,CSW,Colorado do Oeste,-13.019444,-61.168056,Colorado do Oeste,5,4,5,3,2,8,6,8,5,7,5,9,4,4,9,2,7,5,9,3,8,2,9
128668392,CSX,Changsha,28.186667,113.221667,Changsha,6,5,8,5,4,10,6,4,1,7,9,9,3,8,10,6,9,6,3,1,9,5,10
114126306,CSY,Cheboksary,56.0903,47.3473,Cheboksary,8,1,6,8,8,1,6,5,7,7,8,2,5,5,9,10,8,1,7,9,1,7,4
129054647,CSZ,Coronel Suarez,-37.433333,-67.883333,Coronel Suarez,1,2,1,3,10,9,3,7,10,4,8,4,1,1,6,9,7,3,9,5,4,7,6
